YEAR	TYPE	SOURCE	CONTEXT
1918	MAG	Forum	"not stem and made impotent by elements of indifference and disloyalty. The census of 1910 showed that there were in this country at that time nearly 7,000,000 foreign-born males over"
1918	MAG	Atlantic	"German scheme of universal domination. Now, at the Potsdam interview in November, 1910, Nicholas II definitively assented to the construction of German railways in Turkey and their"
1919	MAG	Harpers	"in 1919 only enough to see that the plans they worked out in 1900 or 1910 or 1915 are moving as smoothly as possible through the pattern of the present,"
1919	MAG	Harpers	"for this man was none other than one of the two prophets who, in 1910, saw the need of plantation rubber for the rubber industry of this country."
1919	MAG	YaleRev	"the century came a reactionary wave of enthusiasm for verse. Noyes became popular around 1910; Masefield blazed up suddenly on the literary horizon in 1911; Gibson, Frost"
1919	MAG	YaleRev	"simple language grew transformed around them like the cottage of Philemon. From 1900 to 1910 the language of life and the language of poetry had drifted too far apart,"
1919	MAG	YaleRev	"of poetry had drifted too far apart, with bad results for both. From 1910 to 1918 poetry bent down to meet the language of life, and at times"
1919	MAG	Atlantic	corresponding concentration. All the arrangements for this were worked out by the end of 1910. Both Sir John French and Sir Douglas Haig took an active part in the
1919	MAG	Atlantic	"1443 SOFIA, Thursday, August 18, 1910.? Sofia: that name, to me, means walks about the marketplace"
1919	MAG	Atlantic	"So I shall leave the royal train at Budapest. VIENNA, September 23, 1910.? The special train, which was supposed to leave Sofia on the 21st"
1919	MAG	Atlantic	"good friend Dr. Brown, and a warm friendship had developed. The spring of 1910 we were somewhat tempted by a call to another university? $1700 was really not"
1919	MAG	Atlantic	"was a short one that appeared in the Quarterly Journal of Economics for May, 1910, on' The Decline of Trade-Union Membership.' We had a tragic summer"
1919	MAG	Atlantic	"December:? (Secret) 10, DOWNING STREET, SM. 4th December, 1910. MY DEAR LLOYD GEORGE, Thank you for your letter of this morning."
1910	MAG	Atlantic	"the forty-second annual meeting of the Woman Suffrage Association, in Washington in April, 1910, the suffragists carried on a street campaign which was not without humorous aspects."
1910	MAG	Atlantic	"in violations of law, and several of their leaders were indicted in June, 1910, for boycotting and conspiracy. Suffrage is neither a philanthropic scheme nor an economic"
1910	MAG	Atlantic	"not indicated by the following Associated Press dispatch, dated Denver, May 17, 1910:' That Denver has gone "" wet, "" seems assured by the returns"
1910	MAG	Atlantic	"in which woman suffragists have a majority, came on the 10th of June, 1910, the following Associated Press dispatch from one of the principals in a proposed prize"
1910	MAG	Atlantic	"the whole body of women. At the National Woman Suffrage convention in April, 1910, a petition bearing the names of four hundred thousand women asking for suffrage was"
1910	MAG	Atlantic	"up and carry the American anthracite coal-supply of the next hundred years. And in 1910 even the notorious Nickel Plate line, unloaded upon the Lake Shore a generation ago"
1910	MAG	Nation	"The American Year Book, "" which undertakes to cover the history of the year 1910 entire and to serve as a convenient new, hand-ok. - A 3; ewlarge"
1910	MAG	Nation	than those whose presence in the Continental Congress John Adams recorded Is the landslide of 1910 to be an exception to the rule? Probably not in its entirety. A
1910	MAG	Nation	"that look downward, then it may as well confess that the Democratic landslide of 1910 did little for it, except to cover it with dirt and disgrace. THE"
1910	MAG	Nation	"of a single hand. As was explained in our notice (May 26, 1910) of the first two volumes of this publication, Dr. Sommer's edition is"
1910	MAG	Nation	"the titles of bills introduced in the Legislatures of other States in the sessions of 1910, and the most important bills selected, sent for, and filed. Seventeen"
1910	MAG	Nation	"a possibility, speaks well for the philosophic calm produced by the disappointing figures of 1910. But the great triumph of the Census is the emphasis it is leading many"
1910	MAG	Nation	"by John Bright in 1884, that a Liberal Government went to the people in 1910 and were sustained. Important events had, of course, come between. Chief"
1910	MAG	Nation	"thoughtful convictions? CHARLES F. DOLE. Jamaica Plain, Mass., December 5, 1910. RAILWAY RATES AND CREDIT. To THE EDITOR otr THE NATION: SIR.:"
1910	MAG	Nation	". Their numbers are greater after a general debdcle, like that of 1890 or 1910, but there are always some to be found. They belong to the political"
1910	MAG	Nation	"to the rule. The total population of the State, by the census of 1910, is 9,113,279, an increase of 1,844,385 above the figures of ten years ago"
1910	MAG	Nation	"of increase during this decade than in the preceding; the rate from 1900 to 1910 was 14.7 per cent., as against 13.2 per cent. from 1890 to 1900"
1910	MAG	Nation	"of officers. According to the statistics given by "" Who's Who, "" 1910, more than 60 per cent. of the professional men listed are college graduates"
1910	MAG	Nation	"will be exposed in 1912 to as severe a rebuke as if the elections of 1910 had never brought a triumph. It is, however, upon the State of"
1910	MAG	Nation	"advises us that the delayed volumes of the publications of that society for 1909 and 1910 are expected before the' end of the year. Longmans, Green, &;"
1910	MAG	Nation	", p. 53; The Elizabethan Age and the Puritan Period, April 28, 1910, p. 420; Old English and Middle English Periods, September 8, 1910"
1910	MAG	Nation	"1910, p. 420; Old English and Middle English Periods, September 8, 1910, p. 214. In addition it may said that the series, which aims"
1910	MAG	Nation	"in educational cartography The atlas is published by the Kartographia-Winterthur - Actien - Gesellschaft, 1910 and is to be ordered through the "" Sekretariat der Konferenz der kantonalen Erziehungs-direktoren """
1911	MAG	Atlantic (1)	"to those used above; and the British Admiralty returns for March 31, 1910, have been used as the basis of the figures and facts. At the"
1911	MAG	Atlantic	be armed with 12 12-inch guns and 22 6-inch and 4.7-inch guns. Late in 1910 an order was given to an English firm to build an enormous armored cruiser of
1911	MAG	Atlantic	"(8.2-inch to 4.1-inch). There were building at the end of March, 1910, 8 battleships and large armored cruisers of 172,000 tons aggregate displacement, 21,500 tons"
1911	MAG	Atlantic	enormous increase in naval power as compared with 1905. The United States Navy in 1910 possessed 44 completed capital ships (of which 15 were armored cruisers) less than
1911	MAG	Atlantic	"' accepted for such vessels,? the comparison stood as follows in April, 1910: Germany: 29 vessels completed, 5 building; totals, 34 vessels,"
1911	MAG	Atlantic	"official returns of the British Admiralty, the comparative numbers of destroyers in April, 1910, stood as follows: Germany, 85 completed, 12 building: Japan,"
1911	MAG	Atlantic	"proceeding slowly and intermittently with its own construction of similar vessels. In April, 1910, according to returns of the British Admiralty, the following were the numbers of"
1911	MAG	Atlantic	"history, has written on the subject lately (see Times, November 29, 1910). Strongly opposed as he is to large expenditure on land fortifications considered as"
1911	MAG	Atlantic	"4485 THE German Reichstag passed a law in May, 1910, for the regulation of the potash trade, a law which goes further in"
1911	MAG	Atlantic	"admirable method for making collections. The system has already become very popular; in 1910, only the second year of its existence, the department effected payments amounting to"
1911	MAG	Atlantic	"lockouts have grown more frequent, as well as of greater dimen sions. In 1910, a lock-out covering the whole nation was ordered by the builders' organizations."
1911	MAG	Atlantic	". An Imperial law for their regulation and promotion went into effect in October, 1910. An annual convention of the various employment agencies has been held for some six"
1911	MAG	Atlantic	"famous' Long and Short Haul Clause' became a dead letterand remained such until 1910, when Congress made an effort to revitalize it by eliminating the phrase,'"
1911	MAG	Atlantic	"Block-Signal and Train-Control Board of the Interstate Commerce Commission shows that on January 1, 1910, the mileage operated by block-signals was but 65,758 miles, or only twenty-seven per"
1911	MAG	Atlantic	"pursuing the same policy in reference to the new safety-appliance act passed by Congress in 1910. Railway managers are just as anxious to make their service safe, both for"
1911	MAG	Harpers	"in operation until a court order summoned me to jury duty in the spring of 1910. The case was a very simple one. In July, 1906. a workman"
1911	MAG	Harpers	"the first of our attempts to enforce compulsory compensation, the New York law of 1910, has been held unconstitutional by the New York Court of Appeals, whereas there"
1911	MAG	Nation	"appeal to the Commerce Court, had not merely asserted that the Railway Law of 1910 was itself unconstitutional, but had alleged that the order, in its specific provisions"
1911	MAG	Nation	"the first great Democratic blunder, on a national scale, since the election of 1910. Mr. Underwood may well be disquieted by the signs that the Democrats in the"
1911	MAG	Nation	"next. But the American cotton crop of 1909 was only 10,500,000 bales; in 1910 came a more successful harvest, but with a yield of only 12,100,000. As"
1911	MAG	Nation	"a consequence, cotton went to 16 cents a pound in 1909, and in 1910 it sold at 20 cents, a figure never before touched in American history,"
1911	MAG	Nation	"only about 11,000 below the majority which the Democratic candidates for the Assembly had in 1910, though Wilson for Governor carried the State by 50,000. Looking purely, however"
1911	MAG	Nation	"appears that the Democrats were in a majority -- a thing which, except for 1910 under exceptional conditions, they had not achieved for twenty years. It should seem"
1911	MAG	Nation	"so notable as to be worthy of record in the Nation. In November, 1910, the people voted on and adopted eight amendments to the Constitution aggregating about 4,400"
1911	MAG	Nation	". The total vote of the State for Governor at the election in November, 1910, when the first eight amendments were adopted, was 385,713. The vote at"
1911	MAG	Nation	"of later experimentation. Prof. Paul Shorey (in the School Review, November, 1910), whose chief contention is in the main I believe correct, shows the"
1911	MAG	Nation	"ago in Kreuznach, Germany He was the harpist for the Metropolitan Opera Company in 1910, and in 1888 he received the title of "" court harpist "" from the"
