YEAR	TYPE	SOURCE	CONTEXT
1959	FIC	UnnecessaryMan	"history of the Empire and the history of England between, say, 1550 and 1950. But, while England's empire had begun to recede with the coming of"
1950	FIC	Play:WhateverBattle	"as leader of the college only from September 7, 1949 to April 5, 1950 Progress in the growth of the school continued both in spirit and physical development."
1950	FIC	Play:WhateverBattle	"Lipscomb, Jr. SECOND COMMENTATOR The first class of graduates was commissioned in May 1950 and totaled 19. One of the graduates received a regular Army Commission. The"
1950	FIC	Play:WhateverBattle	. She speaks excerpts from the speech to the alumni at the Teachers meeting in 1950 in Miami.) MRS. COLEMAN Fellow Alumni! It is a high privilege
1950	MAG	Time	of State Dean Acheson have said that they hope to visit Latin America sometime in 1950. # The State Department said stiffly that the meetings were primarily intended to tighten
1950	MAG	Time	"what he did was to launch the lifeboats. That a free world survived in 1950, with a hope of more progress and less calamity, was due in large"
1950	MAG	Time	"up a brand-new $175,000 factory, was turning out the first 3,000 models of his 1950 line. # Composed of a single plastic and Fiberglas shell mounted on legs,"
1950	MAG	Time	"Spalding, not the Russians. "" # Those who blamed the rabbit ball for 1950's batting splurge could produce plenty of statistics to support their stand. In one"
1950	MAG	Time	"fanciers, New York Herald Tribune Columnist Red Smith had a ready explanation for the 1950 rash of home runs and high-scoring ball games: ""... The real"
1950	MAG	Time	first sign of peace came three weeks ago when RCA Victor announced that its new 1950 radio-phonograph console models would include an attachment for the 33? - r.p.m. long-playing records developed
1950	MAG	Time	"was a contest solely between Liberals and Conservatives, an election of 1900 rather than 1950... "" # One Liberal leader went on the air and flatly rejected"
1950	MAG	Time	"a brief talk, slugging Ted Williams, baseball's best batter, signed a 1950 contract for the most money ever paid a big-league player, an estimated $110.000. *"
1950	MAG	Time	"the engine, and somehow finished the day's lap-in 69th place. In his 1950 Cadillac, ex-Pilot William Sterling of El Paso paced the pack over the first 228"
1950	MAG	Time	"McGriff, part owner of an auto-repair shop in Portland, Ore., driving a 1950 Oldsmobile, and Tommy Deal of El Paso, driving a Cadillac. But McGriff"
1951	FIC	RockWagram	"written by Leonard Dykes. Included is his letter of resignation dated July 19, 1950, which you said you would like to see. Evidently Mr. O'Malley's statement"
1951	MAG	Time	"including California's own 17-14 defeat by Ohio State on New Year's Day, 1950. # Gloomy Bennie Oosterbaan went Waldorf one better. After getting special Conference permission"
1951	MAG	Time	"help of its contract rider, Joe Culmone, was the top money-winning stable of 1950 (total: $651,249), breaking the four-year leadership of Calumet Farm. #"
1951	MAG	Time	"with 28% of his 1,384 mounts that year. No such ability was required of 1950's record-breakers: Shoemaker had a 24% winning average with 1,634 mounts, Culmone 23%"
1951	MAG	Time	", 27, cinemactress (Little Women), U.S. moviegoers' favorite star in 1950, according to Box-office magazine's year-end survey: their first child (his third"
1951	MAG	Time	"182894 Early in 1950, the London Economist's Geoffrey Crowther, a footloose editor with a nose for"
1951	MAG	Time	"was certainly a lot of 1929's heady, champagne flavor about the U.S. in 1950, right down to the biggest bull market in 20 years. Gold-Digger Lorelei Lee"
1951	MAG	Time	"The U.S. had worked so hard, produced so much and expanded so fast in 1950 that it had met its most serious challenge: the creation of a strong and"
1951	MAG	Time	"important fact than the intervention in Korea or the Brussels conference. # # In 1950, by pouring out the greatest abundance of goods in history, the U.S. fashioned"
1951	MAG	Time	"'s best of the year, seemed to agree that the two best movies of 1950 were Paramount's Sunset Boulevard and 20th Century-Fox's All About Eve. The National"
1951	MAG	Time	"Twelve O'Clock High) turned up among the top ten in Variety's list of 1950's biggest box-office grossers. The public's favorites, in order of popularity:"
1951	MAG	Time	"Texan Slick was not merely talking Texas-style. Last week, he reported that in 1950 his all-freight airline finally got over the hump, had a $506,608 profit after taxes"
1951	MAG	Time	"The first earnings reports of TV-makers came out last week, and showed that the 1950 boom had indeed been big. Radio Corp. of America grossed $586,393,000 on all"
1951	MAG	Time	"record $18,767,554, or $9.73 a share, v. $4.26 in 1949. # Other 1950 reports: # General Motors Corp.' s net earnings during 1950 were $834"
1951	MAG	Time	"# Other 1950 reports: # General Motors Corp.' s net earnings during 1950 were $834 million, 27% more than last year and the highest profit ever reported"
1951	MAG	Time	"for office, although he toyed with the idea of opposing James Roosevelt for the 1950 Democratic nomination for governor of California, dropped the idea when he concluded that no"
1951	MAG	Time	"taken a defensive stand by deploring lynchings (65 that year, against 2 in 1950) and pleading for more civil rights. Last week such speakers as Author Lillian"
1952	MAG	Time	"was uncooperative during the shooting because of the novel's anti-fox hunting message. In 1950, dissatisfied with the finished product, Producer David O. Selznick (who got the"
1953	FIC	Landfall	"flipped over the surface contents of her mind, thinking that the world as of 1950 didn't offer much in the way of light conversation befitting an invalid at lunch"
1953	FIC	KissBeforeDying	"his hands. | From the Blue River Clarion-Ledger; Friday, April 28, 1950: STODDARD COED DIES IN PLUNGE MUNICIPAL BUILDING TRAGEDY FATAL TO DAUGHTER OF COPPER MAGNATE"
1953	FIC	KissBeforeDying	"said one girl. From the Blue River Clarion-Ledger; Saturday, April 29, 1950: COED'S DEATH WAS SUICIDE SISTER RECEIVES NOTE IN MAIL The death of Dorothy"
1953	FIC	KissBeforeDying	"its top. A diary maybe. Any kind of notebook. Prize Stories of 1950, An Outline of History, Radio Announcer's Handbook of Pronunciation, The Brave"
1953	MAG	Time	"though it was essentially the same as a plan sent up by Harry Truman in 1950. (Like Truman's, Ike's plan was based on recommendations of the"
1953	MAG	Time	"Security Administrator Oscar Ewing, the man who would have got the Cabinet job in 1950. Congress suspected that Truman and Ewing would use the proposed Cabinet job for further"
1953	MAG	Time	"a year, the number graduating from U.S. colleges and universities dropped from 9,096 in 1950 to 4,665 in 1953. # The University of Illinois, which gets seven-tenths of"
1953	MAG	Time	"the bottle home overnight.) A Papanicolaou smear (TIME, Aug. 21, 1950) shows whether cancerous cells are present. Remote general practitioners can use the technique"
1954	MAG	SportsIll	// 95 // 59 //.617 // 1951 // 98 // 56 //.636 // 1950 // 98 // 56 //.636 // 1949 // 97 // 57 //.630 //
1954	MAG	SportsIll	became a World Series hitting hero in 1949 and was a key man in the 1950 pennant drive. Sain has been a great relief pitcher for several seasons. //
1954	MAG	SportsIll	"the 25 players who won the pennant and the World Series in four straight in 1950, 17 of them were Weiss farm grads. // Each morning, looking like a"
1954	MAG	Time	"the description is not really relevant to the story (TIME, Oct. 9, 1950). Last week Southern newspapers learned that dropping the race tag can be prudent"
1955	FIC	CharmedLife	"all dates and sequences, but Willis believed that it was in the summer of 1950 that he had participated in a very worthwhile discussion on the subject of love and"
1955	FIC	CharmedLife	"especially large machine-tool convention at White Sulphur Springs. It must have been August, 1950, because there had been several speeches on the Korean War and it had been"
1955	FIC	CharmedLife	"and their eldest son, Alfred, to the Harvard-Yale game in late November, 1950. The idea had been Sylvia's more than his. He had a business"
1955	FIC	Harpers	"Shirley Burke I M E T Mrs. Hartner on the Queen Elizabeth in dune of 1950. She lay in a deck chair, tucked under a blue and red Cunard"
1955	MAG	SportsIll	"but, in recent years, it has been a rare one. Not since 1950 has he had to bring a team to the U.S. to recapture the treasured cup"
